STATION,NAME,DATE,PRCP,SNOW,SNWD,TMAX,TMIN,TOBS
USC00241044,"BOZEMAN MONTANA STATE UNIVERSITY, MT US",1/1/2021,0,0,2,36,17,32
USC00241044,"BOZEMAN MONTANA STATE UNIVERSITY, MT US",1/2/2021,0.04,0,,39,19,37
USC00241044,"BOZEMAN MONTANA STATE UNIVERSITY, MT US",1/3/2021,0.02,0,1,43,19,34
USC00241044,"BOZEMAN MONTANA STATE UNIVERSITY, MT US",1/4/2021,0,0,1,41,19,36
USC00241044,"BOZEMAN MONTANA STATE UNIVERSITY, MT US",1/5/2021,0.15,1.5,2,42,28,35
USC00241044,"BOZEMAN MONTANA STATE UNIVERSITY, MT US",1/6/2021,0,0,2,44,18,40
USC00241044,"BOZEMAN MONTANA STATE UNIVERSITY, MT US",1/7/2021,0.25,2.5,3,42,27,31
USC00241044,"BOZEMAN MONTANA STATE UNIVERSITY, MT US",1/8/2021,0.08,0.8,6,34,27,29
USC00241044,"BOZEMAN MONTANA STATE UNIVERSITY, MT US",1/9/2021,0.01,0.1,5,32,8,27
USC00241044,"BOZEMAN MONTANA STATE UNIVERSITY, MT US",1/10/2021,0,0,5,30,4,28
USC00241044,"BOZEMAN MONTANA STATE UNIVERSITY, MT US",1/11/2021,0,0,3,32,8,31
USC00241044,"BOZEMAN MONTANA STATE UNIVERSITY, MT US",1/12/2021,0,0,2,45,18,45
USC00241044,"BOZEMAN MONTANA STATE UNIVERSITY, MT US",1/13/2021,0.07,0,2,50,28,37
USC00241044,"BOZEMAN MONTANA STATE UNIVERSITY, MT US",1/14/2021,0,0,2,39,21,33
USC00241044,"BOZEMAN MONTANA STATE UNIVERSITY, MT US",1/15/2021,0,0,2,38,15,34
USC00241044,"BOZEMAN MONTANA STATE UNIVERSITY, MT US",1/16/2021,0.06,0.6,2,38,21,38
USC00241044,"BOZEMAN MONTANA STATE UNIVERSITY, MT US",1/17/2021,0.05,0.5,2,38,25,34
USC00241044,"BOZEMAN MONTANA STATE UNIVERSITY, MT US",1/18/2021,0.03,0.3,2,36,25,29
USC00241044,"BOZEMAN MONTANA STATE UNIVERSITY, MT US",1/19/2021,0.01,0.1,2,32,15,32
USC00241044,"BOZEMAN MONTANA STATE UNIVERSITY, MT US",1/20/2021,0,0,2,40,19,39
USC00241044,"BOZEMAN MONTANA STATE UNIVERSITY, MT US",1/21/2021,0,0,2,40,26,32
USC00241044,"BOZEMAN MONTANA STATE UNIVERSITY, MT US",1/22/2021,0.02,0.2,2,35,21,25
USC00241044,"BOZEMAN MONTANA STATE UNIVERSITY, MT US",1/23/2021,0,0,2,28,17,24
USC00241044,"BOZEMAN MONTANA STATE UNIVERSITY, MT US",1/24/2021,0,0,2,28,6,28
USC00241044,"BOZEMAN MONTANA STATE UNIVERSITY, MT US",1/25/2021,0,0,2,29,8,25
USC00241044,"BOZEMAN MONTANA STATE UNIVERSITY, MT US",1/26/2021,0,0,2,25,12,23
USC00241044,"BOZEMAN MONTANA STATE UNIVERSITY, MT US",1/27/2021,0,0,2,39,11,35
USC00241044,"BOZEMAN MONTANA STATE UNIVERSITY, MT US",1/28/2021,0,0,2,44,23,42
USC00241044,"BOZEMAN MONTANA STATE UNIVERSITY, MT US",1/29/2021,0,0,2,44,32,39
USC00241044,"BOZEMAN MONTANA STATE UNIVERSITY, MT US",1/30/2021,0.3,3,5,39,29,33
USC00241044,"BOZEMAN MONTANA STATE UNIVERSITY, MT US",1/31/2021,0,0,5,34,11,34
USC00241044,"BOZEMAN MONTANA STATE UNIVERSITY, MT US",2/1/2021,0,0,4,38,13,37
USC00241044,"BOZEMAN MONTANA STATE UNIVERSITY, MT US",2/2/2021,0,0,4,51,22,51
USC00241044,"BOZEMAN MONTANA STATE UNIVERSITY, MT US",2/3/2021,0.28,2.8,7,52,24,30
USC00241044,"BOZEMAN MONTANA STATE UNIVERSITY, MT US",2/4/2021,0.04,0.8,7,31,19,28
USC00241044,"BOZEMAN MONTANA STATE UNIVERSITY, MT US",2/5/2021,0.1,1,8,33,24,33
USC00241044,"BOZEMAN MONTANA STATE UNIVERSITY, MT US",2/6/2021,0.04,1.2,10,35,5,26
USC00241044,"BOZEMAN MONTANA STATE UNIVERSITY, MT US",2/7/2021,0.3,4,14,28,-4,-1
USC00241044,"BOZEMAN MONTANA STATE UNIVERSITY, MT US",2/8/2021,0.14,4.2,17,7,-2,1
USC00241044,"BOZEMAN MONTANA STATE UNIVERSITY, MT US",2/9/2021,0,0,17,3,-10,1
USC00241044,"BOZEMAN MONTANA STATE UNIVERSITY, MT US",2/10/2021,0,0,17,3,-17,1
USC00241044,"BOZEMAN MONTANA STATE UNIVERSITY, MT US",2/11/2021,0.04,1.2,17,2,-14,-12
USC00241044,"BOZEMAN MONTANA STATE UNIVERSITY, MT US",2/12/2021,0.06,1.8,18,-10,-15,-11
USC00241044,"BOZEMAN MONTANA STATE UNIVERSITY, MT US",2/13/2021,0.01,0,18,-6,-22,-8
USC00241044,"BOZEMAN MONTANA STATE UNIVERSITY, MT US",2/14/2021,0,0,18,-1,-16,-2
USC00241044,"BOZEMAN MONTANA STATE UNIVERSITY, MT US",2/15/2021,0.05,0.5,18,21,-4,21
USC00241044,"BOZEMAN MONTANA STATE UNIVERSITY, MT US",2/16/2021,0.14,2.8,20,31,19,30
USC00241044,"BOZEMAN MONTANA STATE UNIVERSITY, MT US",2/17/2021,0.05,1,20,31,21,24
USC00241044,"BOZEMAN MONTANA STATE UNIVERSITY, MT US",2/18/2021,0.03,0.9,18,30,13,22
USC00241044,"BOZEMAN MONTANA STATE UNIVERSITY, MT US",2/19/2021,0,0,16,39,15,37
USC00241044,"BOZEMAN MONTANA STATE UNIVERSITY, MT US",2/20/2021,0.08,1.6,17,39,17,30
USC00241044,"BOZEMAN MONTANA STATE UNIVERSITY, MT US",2/21/2021,0,0,16,36,18,36
USC00241044,"BOZEMAN MONTANA STATE UNIVERSITY, MT US",2/22/2021,0,0,12,46,35,44
USC00241044,"BOZEMAN MONTANA STATE UNIVERSITY, MT US",2/23/2021,0.05,0.5,12,45,26,29
USC00241044,"BOZEMAN MONTANA STATE UNIVERSITY, MT US",2/24/2021,0.08,0.8,12,31,18,27
USC00241044,"BOZEMAN MONTANA STATE UNIVERSITY, MT US",2/25/2021,0,0,12,34,4,32
USC00241044,"BOZEMAN MONTANA STATE UNIVERSITY, MT US",2/26/2021,0,0,12,33,24,30
USC00241044,"BOZEMAN MONTANA STATE UNIVERSITY, MT US",2/27/2021,0.18,3.6,13,31,15,29
USC00241044,"BOZEMAN MONTANA STATE UNIVERSITY, MT US",2/28/2021,0.03,0.3,13,32,4,30
USC00241044,"BOZEMAN MONTANA STATE UNIVERSITY, MT US",3/1/2021,0,0,10,38,16,36
USC00241044,"BOZEMAN MONTANA STATE UNIVERSITY, MT US",3/2/2021,0,0,8,46,19,45
USC00241044,"BOZEMAN MONTANA STATE UNIVERSITY, MT US",3/3/2021,0,0,7,50,20,50
USC00241044,"BOZEMAN MONTANA STATE UNIVERSITY, MT US",3/4/2021,0,0,6,51,23,45
USC00241044,"BOZEMAN MONTANA STATE UNIVERSITY, MT US",3/5/2021,0,0,6,50,25,50
USC00241044,"BOZEMAN MONTANA STATE UNIVERSITY, MT US",3/6/2021,0,0,5,53,25,50
USC00241044,"BOZEMAN MONTANA STATE UNIVERSITY, MT US",3/7/2021,0.25,0,4,51,30,45
USC00241044,"BOZEMAN MONTANA STATE UNIVERSITY, MT US",3/8/2021,0,0,4,46,25,38
USC00241044,"BOZEMAN MONTANA STATE UNIVERSITY, MT US",3/9/2021,0.15,1.5,4,39,27,37
USC00241044,"BOZEMAN MONTANA STATE UNIVERSITY, MT US",3/10/2021,0,0,4,39,19,35
USC00241044,"BOZEMAN MONTANA STATE UNIVERSITY, MT US",3/11/2021,0,0,2,39,14,39
USC00241044,"BOZEMAN MONTANA STATE UNIVERSITY, MT US",3/12/2021,0,0,1,41,17,41
USC00241044,"BOZEMAN MONTANA STATE UNIVERSITY, MT US",3/13/2021,0,0,1,45,19,45
USC00241044,"BOZEMAN MONTANA STATE UNIVERSITY, MT US",3/14/2021,0,0,0,48,30,48
USC00241044,"BOZEMAN MONTANA STATE UNIVERSITY, MT US",3/15/2021,0,0,0,50,27,49
USC00241044,"BOZEMAN MONTANA STATE UNIVERSITY, MT US",3/16/2021,0,0,0,51,29,46
USC00241044,"BOZEMAN MONTANA STATE UNIVERSITY, MT US",3/17/2021,0,0,0,51,25,51
USC00241044,"BOZEMAN MONTANA STATE UNIVERSITY, MT US",3/18/2021,0,0,0,58,32,58
USC00241044,"BOZEMAN MONTANA STATE UNIVERSITY, MT US",3/19/2021,0,0,0,60,36,56
USC00241044,"BOZEMAN MONTANA STATE UNIVERSITY, MT US",3/20/2021,0.27,0.3,0,57,30,31
USC00241044,"BOZEMAN MONTANA STATE UNIVERSITY, MT US",3/21/2021,0,0,0,40,27,39
USC00241044,"BOZEMAN MONTANA STATE UNIVERSITY, MT US",3/22/2021,0,0,0,42,30,35
USC00241044,"BOZEMAN MONTANA STATE UNIVERSITY, MT US",3/23/2021,0.07,0.7,0,36,23,33
USC00241044,"BOZEMAN MONTANA STATE UNIVERSITY, MT US",3/24/2021,0.01,0,0,41,17,41
USC00241044,"BOZEMAN MONTANA STATE UNIVERSITY, MT US",3/25/2021,0.03,0,0,45,29,43
USC00241044,"BOZEMAN MONTANA STATE UNIVERSITY, MT US",3/26/2021,0.02,0,,44,27,40
USC00241044,"BOZEMAN MONTANA STATE UNIVERSITY, MT US",3/27/2021,0,0,0,50,34,49
USC00241044,"BOZEMAN MONTANA STATE UNIVERSITY, MT US",3/28/2021,0,0,0,64,41,63
USC00241044,"BOZEMAN MONTANA STATE UNIVERSITY, MT US",3/29/2021,0.02,0.2,0,64,25,31
USC00241044,"BOZEMAN MONTANA STATE UNIVERSITY, MT US",3/30/2021,0,0,0,35,19,35
USC00241044,"BOZEMAN MONTANA STATE UNIVERSITY, MT US",3/31/2021,0,0,0,46,18,46
USC00241044,"BOZEMAN MONTANA STATE UNIVERSITY, MT US",4/1/2021,0,0,0,69,28,66
USC00241044,"BOZEMAN MONTANA STATE UNIVERSITY, MT US",4/2/2021,0,0,0,70,32,64
USC00241044,"BOZEMAN MONTANA STATE UNIVERSITY, MT US",4/3/2021,0,0,0,69,34,68
USC00241044,"BOZEMAN MONTANA STATE UNIVERSITY, MT US",4/4/2021,0,0,0,71,40,68
USC00241044,"BOZEMAN MONTANA STATE UNIVERSITY, MT US",4/5/2021,0.04,0,0,70,36,36
USC00241044,"BOZEMAN MONTANA STATE UNIVERSITY, MT US",4/6/2021,0.55,5.5,0,44,32,44
USC00241044,"BOZEMAN MONTANA STATE UNIVERSITY, MT US",4/7/2021,0,0,0,63,30,61
USC00241044,"BOZEMAN MONTANA STATE UNIVERSITY, MT US",4/8/2021,0.11,0,0,62,31,33
USC00241044,"BOZEMAN MONTANA STATE UNIVERSITY, MT US",4/9/2021,0.04,0,0,50,22,49
USC00241044,"BOZEMAN MONTANA STATE UNIVERSITY, MT US",4/10/2021,0,0,0,60,31,50
USC00241044,"BOZEMAN MONTANA STATE UNIVERSITY, MT US",4/11/2021,0.12,1.2,0,50,20,31
USC00241044,"BOZEMAN MONTANA STATE UNIVERSITY, MT US",4/12/2021,0.01,0.1,0,38,22,36
USC00241044,"BOZEMAN MONTANA STATE UNIVERSITY, MT US",4/13/2021,0.01,0.1,0,39,22,32
USC00241044,"BOZEMAN MONTANA STATE UNIVERSITY, MT US",4/14/2021,0,0,0,36,22,31
USC00241044,"BOZEMAN MONTANA STATE UNIVERSITY, MT US",4/15/2021,0.01,0.1,0,40,25,37
USC00241044,"BOZEMAN MONTANA STATE UNIVERSITY, MT US",4/16/2021,0,0,0,45,25,43
USC00241044,"BOZEMAN MONTANA STATE UNIVERSITY, MT US",4/17/2021,0,0,0,56,25,55
USC00241044,"BOZEMAN MONTANA STATE UNIVERSITY, MT US",4/18/2021,0,0,0,62,31,58
USC00241044,"BOZEMAN MONTANA STATE UNIVERSITY, MT US",4/19/2021,0.04,0.4,0,59,23,30
USC00241044,"BOZEMAN MONTANA STATE UNIVERSITY, MT US",4/20/2021,0,0,0,39,18,36
USC00241044,"BOZEMAN MONTANA STATE UNIVERSITY, MT US",4/21/2021,0,0,0,49,19,49
USC00241044,"BOZEMAN MONTANA STATE UNIVERSITY, MT US",4/22/2021,0,0,0,55,28,52
